,probability
654,0.380830926617
655,0.254703542892
656,0.0701183078143
657,0.0667707220332
658,0.0909402758401
659,0.0250693023922
660,0.563073137781
661,0.0398235240631
662,0.655161322849
663,0.00923689692011
664,0.0137399158243
665,0.758042279302
666,0.213077674673
667,0.470354706366
668,0.359949011891
669,0.280702286721
670,0.372022939749
671,0.595031367584
672,0.482040674695
673,0.353212137487
674,0.821741125339
675,0.0121203484683
676,0.654327353465
677,0.0956458471695
678,0.446379890531
679,0.0400339896968
680,0.0354614012599
681,0.715261099308
682,0.444963801343
683,0.0336213178607
684,0.280565641906
685,0.672709223963
686,0.281794668857
687,0.0451604825651
688,0.361395966754
689,0.664490042747
690,0.0192993569198
691,0.602548329378
692,0.574020402811
693,0.0771631781214
694,0.0278753070504
695,0.0134515273437
696,0.602700432824
697,0.541374600335
698,0.724577956889
699,0.00602404623268
700,0.164195911701
701,0.347302887519
702,0.0391982152553
703,0.026233841472
704,0.424494228227
705,0.0105405123958
706,0.0998712893426
707,0.000662751165199
708,0.0900544958629
709,0.270578293852
710,0.097340750739
711,0.0245559320553
712,0.409353951482
713,0.0094150967101
714,0.0357612599852
715,0.0108839565359
716,0.134319363618
717,0.276458137584
718,0.159603884518
719,0.0280424008743
720,0.132373349706
721,0.237153762074
722,0.608752904256
723,0.0328203029398
724,0.415627240709
725,0.498296098398
726,0.265970201185
727,0.716825180371
728,0.709531515912
729,0.10772978755
730,0.0110631570075
731,0.0968408723136
732,0.0324287285467
733,0.111548632029
734,0.0949433761655
735,0.0223360011535
736,0.0106301492953
737,0.380557352525
738,0.603516804236
739,0.710807904011
740,0.524854138654
741,0.798211618542
742,0.453732661988
743,0.0371312042914
744,0.0541902321461
745,0.724456572086
746,0.301989496364
747,0.624125280872
748,0.310768791468
749,0.0852568679593
750,0.322717471365
751,0.26091326309
752,0.0576431395575
753,0.21868836523
754,0.732618058218
755,0.188434357894
756,0.146447068328
757,0.0661763738082
758,0.0993203124013
759,0.033916959687
760,0.0957501036594
761,0.0440228721871
762,0.00912258118498
763,0.0425811108701
764,0.0957166363887
765,0.505884117842
766,0.222634788032
767,0.64063986316
768,0.444966195618
769,0.0272138103774
770,0.194759017144
771,0.480480352726
772,0.148217914206
773,0.0851474216612
774,0.0022024623108
775,0.16451007978
776,0.00194567932116
777,0.0429401565559
778,0.0311636844465
779,0.113759157699
780,0.0280471203475
781,0.170214392872
782,0.070429092892
783,0.123624451247
784,0.435141933424
785,0.214117330808
786,0.518237941789
787,0.122363661859
788,0.445546491368
789,0.190413296088
790,0.122569386843
791,0.0333173416869
792,0.0535710091486
793,0.00991691527891
794,0.253218658151
795,0.0144265519609
796,0.0656839569246
797,0.198075685343
798,0.193703035863
799,0.340486967597
800,0.206043775587
801,0.0600520555684
802,0.720574647713
803,0.114745259591
804,0.895121021721
805,0.900996540623
806,0.0287898705691
807,0.0844880200112
808,0.271596915824
809,0.21426426029
810,0.143358999735
811,0.467372894159
812,0.880519604763
813,0.246228360993
814,0.756430850354
815,0.0496331543444
816,0.0188002859193
817,0.0796359670086
818,0.121535552144
819,0.407980355619
820,0.319194047008
821,0.423767448317
822,0.033207135677
823,0.0306828121135
824,0.182798247202
825,0.0256467370512
826,0.144073500996
827,0.0684074575035
828,0.118718634017
829,0.1351415604
830,0.0236872220335
831,0.313515544458
832,0.400021291906
833,0.0253505316076
834,0.411975578679
835,0.094641506781
836,0.372017325489
837,0.0998482444318
838,0.470135696068
839,0.0366554962813
840,0.078030815279
841,0.330901548946
842,0.287446800496
843,0.155004312979
844,0.143134779202
845,0.0276924837988
846,0.0692290370331
847,0.0998318448068
848,0.206524768013
849,0.104841993116
850,0.0030140539446
851,0.0327083340875
852,0.0709246317661
853,0.24686784902
854,0.330226914407
855,0.0587728588971
856,0.0331290739851
857,0.0168072196925
858,0.367980437889
859,0.483538750401
860,0.204611605493
861,0.154003763287
862,0.792622785809
863,0.0240497737299
864,0.0949266931847
865,0.591679722078
866,0.271790442693
867,0.12269675062
868,0.784056689564
869,0.199506476427
870,0.0348130181878
871,0.0149845692611
872,0.0235336483291
873,0.00654594040988
874,0.0879661481537
875,0.0631255190099
876,0.0464269821082
877,0.0583822565357
878,0.282134069353
879,0.170955360764
880,0.0270790346028
881,0.0101521124024
882,0.0893140522882
883,0.0917470082728
884,0.0605536915869
885,0.0531668950773
886,0.0617916823435
887,0.243718298355
888,0.134445997718
889,0.433085324548
890,0.388528501611
891,0.042514661481
892,0.0470139535147
893,0.337395492663
894,0.0322288368385
895,0.0783489983721
896,0.0590462854406
897,0.0560911100656
898,0.186123562745
899,0.217505686862
900,0.244705166191
901,0.337748357489
902,0.366534169325
903,0.080991115114
904,0.307967914293
905,0.0783936468892
906,0.0661380703301
907,0.0193475027179
908,0.357549613315
909,0.0324046873768
910,0.123349570012
911,0.252978946028
912,0.206079421893
913,0.260087337823
914,0.00383657279344
915,0.0472515295907
916,0.0857434843217
917,0.500067685758
918,0.406522371104
919,0.443154813103
920,0.0262741491309
921,0.210351647487
922,0.240889922782
923,0.106370231214
924,0.0230658581203
925,0.131848891666
926,0.116233057393
927,0.101196172481
928,0.349279754666
929,0.54822521332
930,0.142173835718
931,0.0211266826943
932,0.472138362978
933,0.145233129712
934,0.140387729156
935,0.102562419374
936,0.378784667404
937,0.0054034509156
938,0.238465037473
939,0.0175653678706
940,0.239947876564
941,0.562897262459
942,0.0101836140628
943,0.0754551365612
944,0.629932211889
945,0.0729071008777
946,0.0481111492008
947,0.0395893731433
948,0.831402729677
949,0.470245502211
950,0.693536883331
951,0.615179601837
952,0.221235078568
953,0.026027196012
954,0.33271551732
955,0.0860592626085
956,0.292564984442
957,0.0417022483921
958,0.123866854877
959,0.593723533274
960,0.0124143384778
961,0.525164370048
962,0.130886002695
963,0.900516191231
964,0.956389588799
965,0.387956459062
966,0.0535095606668
967,0.0394576303679
968,0.036144716758
969,0.0176116870518
970,0.181002187925
971,0.170147022716
972,0.114654034527
973,0.646157790942
974,0.301087756964
975,0.0805527477436
976,0.507245244153
977,0.46710720626
978,0.0498107368287
979,0.374287783902
980,0.723046635976
981,0.262337000446
982,0.161276352937
983,0.0546585275755
984,0.619271301679
985,0.0460459220403
986,0.421658105876
987,0.201885825583
988,0.506089115221
989,0.573929436168
990,0.226462518326
991,0.331485937658
992,0.548540612446
993,0.622038900747
994,0.0891496476136
995,0.534019653108
996,0.276943398889
997,0.240441774621
998,0.840572004328
999,0.898907776488
1000,0.0703964163477
1001,0.00219827478524
1002,0.0169283997907
1003,0.107675906221
1004,0.0867975636109
1005,0.0800963366434
1006,0.0725216197668
1007,0.156094686714
1008,0.0581400544324
1009,0.268056777758
1010,0.0836053123422
1011,0.133463130752
1012,0.535459617718
1013,0.146560632897
1014,0.39371526695
1015,0.551352660224
1016,0.159101575949
1017,0.284033932618
1018,0.507135279193
1019,0.118811299087
1020,0.0521489911733
1021,0.264699349963
1022,0.557665166469
1023,0.264839843727
1024,0.134585788694
1025,0.151198226763
1026,0.274952257746
1027,0.146864862198
1028,0.107717973325
1029,0.328556446224
1030,0.623102873849
1031,0.448898976459
1032,0.127531141927
1033,0.122624005453
1034,0.20667573755
1035,0.16339412647
1036,0.602900318635
1037,0.364833201216
1038,0.0727170787928
1039,0.253793668654
1040,0.358873876439
1041,0.0551309434007
1042,0.424793704574
1043,0.132678013918
1044,0.198247342548
1045,0.571445091175
1046,0.0286101680143
1047,0.0319870746276
1048,0.195589093983
1049,0.968281711812
1050,0.105241759851
1051,0.00782173169666
1052,0.0646957606454
1053,0.254901469699
1054,0.841508177213
1055,0.856816778305
1056,0.134602095402
1057,0.49410318419
1058,0.125017607254
1059,0.257764185919
1060,0.035142996347
1061,0.018432091457
1062,0.0144347193831
1063,0.030743404211
1064,0.140244574172
1065,0.3611975549
1066,0.333664108855
1067,0.20994305094
1068,0.213772390769
1069,0.131525662034
1070,0.151165262705
1071,0.295533825198
1072,0.562123163522
1073,0.135118187678
1074,0.0485378692271
1075,0.0495826025204
1076,0.269211637031
1077,0.488359105706
1078,0.0975754102433
1079,0.0437871264942
1080,0.120032350251
1081,0.0261006341731
1082,0.00239424287259
1083,0.0481919573306
1084,0.0230698949081
1085,0.720673415888
1086,0.684965529965
1087,0.405212046327
1088,0.139019532702
1089,0.230445102069
1090,0.0491613543096
1091,0.195689959999
1092,0.647180467532
1093,0.0097822757251
1094,0.974642880319
1095,0.11229815262
1096,0.195519364294
1097,0.039447779801
1098,0.513193496913
1099,0.299055705632
1100,0.0217491924248
1101,0.115727319137
1102,0.718622400916
1103,0.286523735174
1104,0.288077121638
1105,0.168543659881
1106,0.498100207567
1107,0.958849695999
1108,0.128553080628
1109,0.255352736269
1110,0.0471740152482
1111,0.0794804210171
1112,0.406774181777
1113,0.118375330811
1114,0.085294135533
1115,0.0305070462533
1116,0.115614159784
1117,0.155335734438
1118,0.347355076687
1119,0.338170576277
1120,0.0210688599927
1121,0.090665797585
1122,0.0352406534312
1123,0.88269047407
1124,0.725962205532
1125,0.239037179831
1126,0.911176818153
1127,0.281437371562
1128,0.484333480161
1129,0.142364042004
1130,0.183051496706
1131,0.00875834232174
1132,0.41217255241
1133,0.166073773075
1134,0.0914448503762
1135,0.126998883385
1136,0.687650758678
1137,0.2260337674
1138,0.0163588086869
1139,0.0261501549739
1140,0.482998901096
1141,0.0190823707796
1142,0.149660228721
1143,0.130957716875
1144,0.177767935206
1145,0.0328200365155
1146,0.0087491285732
1147,0.0210833429267
1148,0.0730835653291
1149,0.406593286864
1150,0.5018201553
1151,0.23836099108
1152,0.225878436871
1153,0.241506722453
1154,0.0501128665042
1155,0.122349159366
1156,0.0515660227397
1157,0.864898769459
1158,0.218229224662
1159,0.0982485904804
1160,0.0909572772697
1161,0.0495257330781
1162,0.114379278617
1163,0.137179079472
1164,0.105496183754
1165,0.0729404170122
1166,0.588679926078
1167,0.231540325832
1168,0.146048529655
1169,0.144102667713
1170,0.129810858941
1171,0.386512328209
1172,0.136906744081
1173,0.1852391657
1174,0.0197616456696
1175,0.472935325766
1176,0.0177064800082
1177,0.0419978694095
1178,0.115062714407
1179,0.0709304433007
1180,0.0380864908038
1181,0.181274977578
1182,0.0359118854615
1183,0.593974727002
1184,0.0233237010169
1185,0.0378057993293
1186,0.0282044048751
1187,0.0594782492893
1188,0.277313418282
1189,0.270904212378
1190,0.560873761606
1191,0.863691253191
1192,0.914905370671
1193,0.038677695152
1194,0.0765931626361
1195,0.0158099023721
1196,0.115204879915
1197,0.00828529523959
1198,0.00270740172024
1199,0.169093361469
1200,0.196780672907
1201,0.920027816553
1202,0.72732769942
1203,0.0541727286528
1204,0.169207422306
1205,0.308799550879
1206,0.0821774862014
1207,0.0157077552939
1208,0.103548261
1209,0.00990338328791
1210,0.620205626899
1211,0.043657642444
1212,0.0345223844216
1213,0.0973822503727
1214,0.0508070784272
1215,0.228258019434
1216,0.0624803478737
1217,0.0947637286473
1218,0.175170013827
1219,0.276401227481
1220,0.596161742497
1221,0.21116167016
1222,0.0109544469181
1223,0.212999847837
1224,0.0822463964715
1225,0.0355667049426
1226,0.0681526396309
1227,0.503717004601
1228,0.0719529220468
1229,0.0789031334681
1230,0.130427649881
1231,0.395589102765
1232,0.663455351701
1233,0.0222995025042
1234,0.0608243310881
1235,0.0410363269021
1236,0.398286035714
1237,0.099502527666
1238,0.277126696868
1239,0.221698850798
1240,0.293531051364
1241,0.0568619932991
1242,0.0463458485913
1243,0.0418337246084
1244,0.0370869110646
1245,0.172994073522
1246,0.21228373218
1247,0.374763552067
1248,0.129124574409
1249,0.0143981757863
1250,0.0310350817123
1251,0.0200567570087
1252,0.0421152987511
1253,0.0193472011805
1254,0.0415768591381
1255,0.220141152832
1256,0.0127439035638
1257,0.0747573076226
1258,0.141347270143
1259,0.318058866901
1260,0.549767738094
1261,0.49246645457
1262,0.575444717064
1263,0.173023880247
1264,0.18327158823
1265,0.124108765822
1266,0.0898987528242
1267,0.17409599554
1268,0.0425587607568
1269,0.77163678868
1270,0.951430581275
1271,0.0349364743991
1272,0.109791811891
1273,0.967955714244
1274,0.127568861704
1275,0.102834993425
1276,0.362392551893
1277,0.0232486614422
1278,0.119254894522
1279,0.179630172114
1280,0.27913627349
1281,0.170598995647
1282,0.401675905485
1283,0.429437177916
1284,0.0294023500891
1285,0.0218849721909
1286,0.145164929184
1287,0.0222861302994
1288,0.084305449457
1289,0.620560259044
1290,0.602848238193
1291,0.211416118081
1292,0.0867093780743
1293,0.944793309535
1294,0.32637794206
1295,0.729585013598
1296,0.224239931431
1297,0.386709551864
1298,0.470041811147
1299,0.25530475246
1300,0.0196732114106
1301,0.0310654122034
1302,0.126718018881
1303,0.0598956944291
1304,0.0795045519417
1305,0.933276747239
1306,0.0292185224057
1307,0.0207913422027
1308,0.180972203411
1309,0.120025982021
1310,0.0949912765272
1311,0.799888561209
1312,0.0531216587863
1313,0.75376524302
1314,0.37055626162
1315,0.151255247369
1316,0.0242668801321
1317,0.0234175024059
1318,0.0234459242393
1319,0.0562426984808
1320,0.161036838141
1321,0.158830652185
1322,0.141211463774
1323,0.113219813977
1324,0.0553384025697
1325,0.769590271779
1326,0.839464792827
1327,0.580544108332
1328,0.0236972563306
1329,0.357251202844
1330,0.183354678636
1331,0.0163934026395
1332,0.570950379779
1333,0.0141568070347
1334,0.123497947792
1335,0.033376744238
1336,0.0303459799057
1337,0.397381447714
1338,0.188792749235
1339,0.0142452916519
1340,0.0631945389084
1341,0.871145086072
1342,0.148291554269
1343,0.0275017291356
1344,0.0302528171923
1345,0.0891348915639
1346,0.148614662134
1347,0.0142098978788
1348,0.202643789528
1349,0.0877491179132
1350,0.7302851919
1351,0.0649469624677
1352,0.0441934167826
1353,0.28197815751
1354,0.0252730589443
1355,0.00946820576398
1356,0.253416135344
1357,0.121413108056
1358,0.107914491661
1359,0.178124986484
1360,0.115915110158
1361,0.279137009501
1362,0.608194091704
1363,0.00674958037241
1364,0.146796148931
1365,0.133728085741
1366,0.85243798702
1367,0.0821419757471
1368,0.040538549422
1369,0.0385649828131
1370,0.0020692274884
1371,0.717273930739
1372,0.369988145771
1373,0.788607579935
1374,0.243524396583
1375,0.04431131654
1376,0.85011095847
1377,0.0708063423118
1378,0.127008678359
1379,0.0673442122961
1380,0.0494645264532
1381,0.601679084046
1382,0.245102931853
1383,0.0160265249174
1384,0.110761247027
1385,0.0618214472375
1386,0.276512399436
1387,0.00787483023764
1388,0.362819917073
1389,0.270114636076
1390,0.324596227638
1391,0.254171906564
1392,0.0034641299404
1393,0.191513313768
1394,0.11437601359
1395,0.287569000389
1396,0.0135855667046
1397,0.183618131102
1398,0.0927252167321
1399,0.0107334677916
1400,0.0451053076167
1401,0.0327456565172
1402,0.391003281331
1403,0.0151705185312
1404,0.150710821682
1405,0.0509400416
1406,0.00694548451931
1407,0.818220254868
1408,0.217780026653
1409,0.131982885894
1410,0.25287377538
1411,0.0812679906374
1412,0.0209088437603
1413,0.397439131044
1414,0.805501742847
1415,0.743806738896
1416,0.299901448915
1417,0.0526289091025
1418,0.0834710767495
1419,0.535502330163
1420,0.689252399806
1421,0.19428279107
1422,0.0138348467337
1423,0.202253410344
1424,0.110546905853
1425,0.368761227193
1426,0.554118080167
1427,0.164976331987
1428,0.789115075549
1429,0.912013212037
1430,0.102610579829
1431,0.151016318963
1432,0.0486645247622
1433,0.0947420595744
1434,0.0206087234608
1435,0.259128723486
1436,0.0812579751995
1437,0.399263449779
1438,0.546588598162
1439,0.768949553071
1440,0.363890824516
1441,0.0218614668496
1442,0.0111915873913
1443,0.00122187090652
1444,0.952048157979
1445,0.139690284468
1446,0.00641228047391
